product_id,category,brand,mrp,selling_price,discount_pct,rating,num_ratings,listing_date,discount_norm,rating_norm,popularity_norm,deal_score
FLP-30084,Headphones,Sony,1320,1220,7.9,4.0,448,2025-11-09,0.13504273504042663,0.6296296293964335,0.07005060088550441,29.799999999999997
FLP-30085,Laptops,HP,51410,39330,23.5,3.7,184,2025-01-06,0.39106145250668417,0.47999999980800007,0.030375021211601835,36.8
FLP-30086,Laptops,Acer,66210,49300,25.5,3.3,2125,2025-07-10,0.4283054003644636,0.3199999998719999,0.3597488545731614,38.0
FLP-30087,Fashion,H&M,1000,660,33.7,4.8,971,2025-12-07,0.5639269406263945,0.9230769227218933,0.19366479550918328,63.4
FLP-30088,Laptops,Apple,22500,18950,15.8,3.8,2099,2025-08-09,0.2476722532542333,0.519999999792,0.35533684031896223,35.9
FLP-30089,Smartwatches,Noise,6690,4500,32.7,3.8,430,2025-10-22,0.5523648648555344,0.5384615382544378,0.08990903321343559,47.8
FLP-30090,Smartwatches,Noise,1510,1060,29.5,3.9,7,2025-02-17,0.4983108108023934,0.5769230767011834,0.00042310133276910866,45.1
FLP-30091,Fashion,Roadster,600,410,32.1,4.2,192,2025-09-12,0.5273972602619317,0.6923076920414202,0.03748997594225391,51.2
FLP-30092,Home Appliances,Bosch,8580,6590,23.3,4.5,223,2025-12-04,0.43148148147349114,0.7916666663368055,0.03932888327619712,49.9
FLP-30093,Headphones,JBL,2570,1350,47.6,4.3,181,2025-09-25,0.8136752136613048,0.7407407404663923,0.027830487033518685,67.0
FLP-30094,Home Appliances,Samsung,6000,5270,12.2,3.6,2168,2025-03-05,0.22592592592174213,0.41666666649305556,0.3902219014973137,31.7
FLP-30095,Smartwatches,Samsung,5920,4040,31.8,4.4,256,2026-06-08,0.5371621621530885,0.7692307689349114,0.05309921726252314,54.6
FLP-30096,Laptops,Acer,22500,15150,32.6,4.0,4278,2025-09-07,0.5605214152595807,0.59999999976,0.7250975733920371,59.9
FLP-30097,Televisions,LG,16250,10320,36.5,4.0,80,2025-06-12,0.688679245270025,0.6551724135671819,0.016389860139856556,57.599999999999994
FLP-30098,Laptops,Dell,22500,13170,41.4,4.5,1651,2025-07-09,0.7243947858338101,0.79999999968,0.2793144408619923,68.4
FLP-30099,Fashion,Van Heusen,920,720,21.8,3.8,249,2026-01-15,0.2922374429157024,0.5384615382544378,0.04891740176422435,34.2
FLP-30100,Headphones,JBL,1000,780,21.9,3.7,544,2025-11-26,0.37435897435257504,0.5185185183264747,0.08523086654015097,38.1
FLP-30101,Fashion,H&M,1510,920,38.9,4.1,940,2026-06-11,0.6826484018108985,0.6538461535946745,0.18744987971126953,59.8
FLP-30102,Fashion,H&M,600,490,19.2,3.7,889,2025-08-04,0.2328767123234503,0.4999999998076924,0.17722534081792757,31.8
FLP-30103,Televisions,Mi,15850,13130,17.2,4.6,218,2025-05-24,0.3245283018806693,0.8620689652199761,0.04654720279719262,47.099999999999994
FLP-30104,Smartwatches,boAt,1590,1070,32.6,4.6,404,2025-01-04,0.5506756756663738,0.8461538458284023,0.08440871588743717,58.4
FLP-30105,Smartphones,Realme,7500,4150,44.7,3.0,659,2026-01-19,0.7376237623640657,0.16666666659722218,0.1451398135818586,44.9
FLP-30106,Televisions,TCL,25940,16460,36.5,4.0,1570,2026-05-31,0.688679245270025,0.6551724135671819,0.34200174825167345,62.5
FLP-30107,Headphones,JBL,1160,620,46.5,3.7,599,2026-05-14,0.7948717948582074,0.5185185183264747,0.09392789373812556,59.3
FLP-30108,Footwear,Puma,3100,2070,33.3,3.1,54,2026-04-16,0.5862676056234812,0.296296296186557,0.00792880258899548,39.800000000000004
FLP-30109,Headphones,Boult,1570,1130,28.0,4.0,549,2026-05-03,0.4786324786242969,0.6296296293964335,0.08602150537633048,47.3
FLP-30110,Fashion,Van Heusen,1800,1090,39.5,4.1,701,2026-04-21,0.6963470319475721,0.6538461535946745,0.13953488372090225,59.8
FLP-30111,Smartwatches,Noise,1500,1060,29.5,4.7,825,2025-10-17,0.4983108108023934,0.884615384275148,0.17347154643533455,58.5
FLP-30112,Fashion,Roadster,1200,780,35.0,4.0,62,2025-01-27,0.5936073059225204,0.615384615147929,0.011427425821970443,51.4
FLP-30113,Footwear,Puma,1550,1220,21.3,4.5,895,2025-08-24,0.37499999999339795,0.8148148145130315,0.14401294498379547,49.4
FLP-30114,Laptops,Lenovo,106300,78350,26.3,4.4,1111,2025-10-29,0.44320297950757537,0.7599999996960001,0.18768029865939456,51.6
FLP-30115,Fashion,Roadster,600,390,35.5,3.5,1039,2025-10-27,0.6050228310364151,0.4230769229142012,0.20729751403363925,48.199999999999996
FLP-30116,Home Appliances,Samsung,19540,14090,27.9,4.4,198,2025-03-08,0.5166666666570988,0.7499999996875001,0.03481869023993599,52.6
FLP-30117,Home Appliances,Whirlpool,11640,7720,33.7,4.0,908,2025-09-02,0.6240740740625172,0.5833333330902778,0.1629081724697523,54.1
FLP-30118,Smartwatches,Samsung,2450,1190,51.3,4.5,731,2026-02-24,0.8665540540394163,0.8076923073816568,0.15358578379518645,73.9
FLP-30119,Headphones,Sony,1000,770,22.8,4.2,5,2025-03-22,0.3897435897369275,0.7037037034430728,0.0,44.1
FLP-30120,Fashion,Roadster,2400,1560,34.8,4.0,982,2026-03-19,0.5890410958769625,0.615384615147929,0.19587008821166882,53.900000000000006
FLP-30121,Smartphones,Vivo,21970,13840,37.0,4.5,1758,2025-08-22,0.6105610560955353,0.7916666663368055,0.38903683976911024,64.1
FLP-30122,Smartwatches,boAt,1840,1380,25.2,4.3,451,2026-06-16,0.4256756756684852,0.7307692304881656,0.09435159720751124,48.3
FLP-30123,Laptops,Apple,28100,20260,27.9,4.1,1745,2025-09-25,0.4729981377937989,0.6399999997439998,0.2952655693194815,50.5
FLP-30124,Laptops,Asus,50370,29960,40.5,3.9,719,2025-04-20,0.7076350092978094,0.5599999997759999,0.12116069913454587,56.8
FLP-30125,Smartphones,Xiaomi,14430,8260,42.8,3.8,1796,2025-03-02,0.7062706270510516,0.49999999979166654,0.3974700399466494,58.8
FLP-30126,Headphones,JBL,1250,810,35.0,4.0,605,2026-05-22,0.5982905982803711,0.6296296293964335,0.09487666034154096,53.400000000000006
FLP-30127,Smartphones,Vivo,16950,11450,32.4,4.0,395,2026-04-24,0.534653465337712,0.5833333330902778,0.08655126498000741,48.4
FLP-30128,Smartphones,Samsung,7500,5150,31.3,4.7,31,2025-01-06,0.5165016501564934,0.8749999996354167,0.005770084332000494,56.49999999999999
FLP-30129,Smartwatches,Samsung,5360,4240,20.9,4.2,102,2026-06-06,0.353040540534577,0.6923076920414202,0.020520414639301772,42.199999999999996
FLP-30130,Headphones,Boult,5200,3730,28.2,3.7,1606,2025-06-13,0.4820512820430419,0.5185185183264747,0.25316255534467846,46.0
FLP-30131,Footwear,Nike,3530,3490,1.2,3.0,201,2025-09-26,0.021126760563008332,0.25925925916323733,0.03171521035598192,10.6
FLP-30132,Smartphones,Apple,22070,20650,6.4,3.8,1310,2026-05-11,0.10561056105436287,0.49999999979166654,0.2896138482023325,27.1
FLP-30133,Headphones,JBL,4260,2550,40.1,3.5,869,2025-01-12,0.6854700854583681,0.4444444442798354,0.136622390891819,51.9
FLP-30134,Smartwatches,Noise,7040,5460,22.5,4.2,722,2025-03-12,0.3800675675611475,0.6923076920414202,0.15168182779772546,45.5
FLP-30135,Home Appliances,LG,6000,5030,16.1,4.7,1030,2025-07-11,0.2981481481426269,0.8749999996354167,0.18491791448670666,48.3
FLP-30136,Smartwatches,boAt,2070,1160,43.7,4.2,172,2025-04-05,0.7381756756632065,0.6923076920414202,0.035328961286220574,61.7
FLP-30137,Smartwatches,Noise,2910,1770,39.2,4.2,1029,2025-01-06,0.662162162150977,0.6923076920414202,0.21662788237778363,60.6
FLP-30138,Footwear,Bata,1200,810,32.5,3.0,266,2025-06-04,0.5721830985814758,0.25925925916323733,0.04223300970873103,38.3
FLP-30139,Fashion,Roadster,930,630,31.9,4.0,538,2025-05-13,0.5228310502163738,0.615384615147929,0.10685645549316221,49.3
FLP-30140,Televisions,Sony,15000,10280,31.5,3.7,1547,2026-04-22,0.5943396226302955,0.5517241377407848,0.3369755244754508,54.1
FLP-30141,Televisions,Samsung,74840,59180,20.9,4.0,606,2025-01-14,0.3943396226340691,0.6551724135671819,0.13133741258738388,44.6
FLP-30142,Televisions,TCL,23830,13950,41.5,4.0,27,2025-08-31,0.7830188679097544,0.6551724135671819,0.004807692307691257,62.2
FLP-30143,Smartwatches,boAt,3500,2490,28.7,4.1,251,2025-07-06,0.48479729728910814,0.6538461535946745,0.052041463930600364,47.9
FLP-30144,Headphones,boAt,2050,1290,36.9,3.3,1053,2026-04-02,0.6307692307584484,0.37037037023319613,0.1657179000632249,47.0
FLP-30145,Televisions,Sony,15000,11520,23.2,4.5,226,2025-06-01,0.4377358490483446,0.8275862066111771,0.04829545454544399,51.6
FLP-30146,Headphones,JBL,1880,1280,32.0,3.9,555,2026-04-09,0.5470085469991964,0.5925925923731138,0.08697027197974588,49.4
FLP-30147,Fashion,H&M,1530,1210,21.2,4.2,943,2025-07-26,0.2785388127790288,0.6923076920414202,0.18805132317558376,41.0
FLP-30148,Smartphones,OnePlus,9760,5120,47.6,4.2,379,2025-01-02,0.7854785478418238,0.6666666663888889,0.0830004438526225,63.9
FLP-30149,Footwear,Puma,1070,740,30.9,3.6,113,2025-03-15,0.5440140844974646,0.48148148130315505,0.017475728155336975,44.3
FLP-30150,Headphones,JBL,2300,1150,50.2,5.0,185,2026-02-27,0.8581196581049895,0.9999999996296296,0.028462998102462292,78.3
FLP-30151,Smartphones,Apple,16440,14860,9.6,4.3,884,2025-05-15,0.1584158415815443,0.7083333330381943,0.19507323568570903,35.6
FLP-30152,Smartphones,Xiaomi,17010,10130,40.4,4.7,1929,2025-03-07,0.6666666666556655,0.8749999996354167,0.4269862405680366,70.39999999999999
FLP-30153,Footwear,Adidas,900,590,34.0,3.9,657,2025-06-22,0.5985915492852362,0.5925925923731138,0.10550161812296027,52.300000000000004
FLP-30154,Home Appliances,LG,12790,7620,40.4,3.6,65,2025-02-28,0.7481481481342935,0.41666666649305556,0.010824463287026732,52.2
FLP-30155,Fashion,Levis,600,370,38.6,3.2,3378,2025-02-16,0.6757990867425618,0.3076923075739646,0.6762229350439702,54.7
FLP-30156,Smartphones,Samsung,12470,9430,24.3,5.0,423,2025-03-10,0.40099009900328403,0.9999999995833333,0.09276520195293102,56.39999999999999
FLP-30157,Home Appliances,LG,6880,5170,24.8,4.1,572,2026-06-02,0.4592592592507545,0.6249999997395832,0.10229117806240261,46.400000000000006
FLP-30158,Smartphones,Samsung,18930,13510,28.7,3.3,813,2025-04-15,0.4735973597281585,0.2916666665451388,0.17931646693293843,36.6
FLP-30159,Televisions,Sony,18170,15760,13.3,4.3,4581,2026-01-03,0.2509433962216803,0.758620689393579,0.9999999999997814,54.1
FLP-30160,Smartwatches,Noise,1730,1260,27.3,3.2,1684,2025-02-18,0.46114864864085897,0.3076923075739646,0.35519356885966674,39.2
FLP-30161,Footwear,Adidas,1530,1120,26.6,4.3,340,2025-10-28,0.46830985914668477,0.7407407404663923,0.05420711974109155,50.2
FLP-30162,Smartphones,Apple,7500,4870,35.1,4.1,344,2026-05-14,0.5792079207825214,0.6249999997395832,0.07523302263646799,52.0
FLP-30163,Headphones,Noise,2060,1400,32.0,3.6,254,2025-07-26,0.5470085469991964,0.48148148130315505,0.0393738140417395,44.800000000000004
FLP-30164,Fashion,Van Heusen,1790,1390,22.4,3.7,457,2026-02-08,0.3059360730523759,0.4999999998076924,0.09061748195667789,34.2
FLP-30165,Footwear,Adidas,5710,4040,29.2,3.7,477,2025-07-01,0.5140845070332027,0.5185185183264747,0.07637540453073197,45.0
FLP-30166,Smartwatches,boAt,1500,1140,23.7,4.2,451,2025-12-18,0.40033783783107535,0.6923076920414202,0.09435159720751124,45.7
FLP-30167,Home Appliances,Havells,12450,6580,47.1,4.1,386,2025-04-22,0.87222222220607,0.6249999997395832,0.06873534187261975,66.5
FLP-30168,Footwear,Puma,1100,660,40.2,3.6,1596,2025-01-24,0.7077464788607792,0.48148148130315505,0.2574433656957512,56.10000000000001
FLP-30169,Laptops,Acer,44840,29820,33.5,3.7,411,2025-11-25,0.5772811917955813,0.47999999980800007,0.06889529950787902,46.7
FLP-30170,Smartphones,Apple,15150,12790,15.6,4.3,1041,2025-07-21,0.2574257425700095,0.7083333330381943,0.22991566799817353,41.099999999999994
FLP-30171,Headphones,boAt,2230,1540,31.1,3.8,18,2026-03-06,0.5316239316148441,0.5555555553497942,0.002055660974066721,46.1
FLP-30172,Smartwatches,Apple,1500,1270,15.7,3.5,471,2025-09-03,0.26520270269822294,0.4230769229142012,0.09858261053520233,29.5
FLP-30173,Smartwatches,boAt,3070,2270,26.0,4.3,503,2025-12-24,0.43918918918177047,0.7307692304881656,0.10535223185950807,49.1
FLP-30174,Home Appliances,Bosch,15620,11560,26.0,5.0,973,2025-02-09,0.4814814814725652,0.9999999995833333,0.17463467436403127,61.7
FLP-30175,Headphones,Noise,1000,570,43.3,4.0,159,2025-08-30,0.7401709401582877,0.6296296293964335,0.024351676154328847,59.4
FLP-30176,Headphones,Sony,1010,690,31.4,4.2,680,2025-08-21,0.5367521367429615,0.7037037034430728,0.10673624288423358,53.1
FLP-30177,Laptops,Dell,141740,91880,35.2,4.3,225,2025-10-24,0.6089385474746939,0.7199999997119999,0.03733242830476203,56.2
FLP-30178,Headphones,Sony,1000,930,7.1,4.2,387,2025-03-26,0.1213675213654467,0.7037037034430728,0.060404807084114415,31.6
FLP-30179,Smartphones,Xiaomi,12800,8640,32.5,4.7,590,2025-08-07,0.5363036303541864,0.8749999996354167,0.1298268974700111,59.4
FLP-30180,Smartphones,OnePlus,16580,15610,5.8,4.3,2876,2026-02-20,0.09570957095551634,0.7083333330381943,0.6371504660451315,39.1
FLP-30181,Televisions,Sony,23140,20490,11.5,3.7,367,2025-09-25,0.21698113207137773,0.5517241377407848,0.07910839160837431,31.3
FLP-30182,Smartphones,Apple,27350,20550,24.9,5.0,31,2026-02-09,0.4108910891021305,0.9999999995833333,0.005770084332000494,55.60000000000001
FLP-30183,Footwear,Bata,4820,3400,29.5,4.3,1545,2026-02-09,0.5193661971739548,0.7407407404663923,0.2491909385112865,55.60000000000001
FLP-30184,Smartphones,OnePlus,7500,6160,17.9,4.6,637,2025-01-18,0.29537953794892113,0.8333333329861109,0.14025743453170433,46.0
FLP-30185,Headphones,boAt,1140,820,27.9,3.7,1862,2025-10-26,0.4769230769149244,0.5185185183264747,0.2936432637570693,46.400000000000006
FLP-30186,Smartwatches,Apple,2160,1690,21.8,3.6,352,2026-03-18,0.36824324323702295,0.4615384613609468,0.07340808123544036,35.699999999999996
FLP-30187,Televisions,LG,26250,18210,30.6,3.9,701,2025-10-22,0.5773584905551442,0.6206896549583828,0.15209790209786883,52.900000000000006
FLP-30188,Smartphones,Vivo,14660,9620,34.4,3.7,976,2026-05-04,0.5676567656672004,0.45833333314236113,0.2154904571681723,47.699999999999996
FLP-30189,Televisions,Samsung,15000,9570,36.2,3.4,886,2026-05-29,0.6830188679116412,0.44827586191438756,0.19252622377618167,52.7
FLP-30190,Smartphones,OnePlus,19800,11670,41.0,4.3,386,2025-03-02,0.6765676567545121,0.7083333330381943,0.0845539280958534,59.9
FLP-30191,Fashion,H&M,810,580,28.5,4.3,2118,2025-11-21,0.4452054794418904,0.7307692304881656,0.42361668003199204,54.2
